Rank,Fitness,Chromosome
0,0.967004,"[['cx(1)', '-'], ['-', 'cx(0)'], ['crx(1,1.5707831793326528)', '-'], ['h', '-'], ['cx(1)', '-'], ['w', 'h']]"
1,0.967004,"[['cx(1)', '-'], ['-', 'cx(0)'], ['crx(1,1.5709008222445222)', '-'], ['h', '-'], ['cx(1)', '-'], ['w', 'h']]"
2,0.967004,"[['cx(1)', '-'], ['-', 'cx(0)'], ['crx(1,1.5706603290382424)', '-'], ['h', '-'], ['cx(1)', '-'], ['w', 'h']]"
3,0.967004,"[['cx(1)', '-'], ['-', 'cx(0)'], ['crx(1,1.570653382102725)', '-'], ['h', '-'], ['cx(1)', '-'], ['w', 'h']]"
4,0.967004,"[['cx(1)', '-'], ['-', 'cx(0)'], ['crx(1,1.5709575055196938)', '-'], ['h', '-'], ['cx(1)', '-'], ['w', 'h']]"
5,0.967004,"[['cx(1)', '-'], ['-', 'cx(0)'], ['crx(1,1.570982578889652)', '-'], ['h', '-'], ['cx(1)', '-'], ['w', 'h']]"
6,0.967004,"[['cx(1)', '-'], ['-', 'cx(0)'], ['crx(1,1.5706093555128637)', '-'], ['h', '-'], ['cx(1)', '-'], ['w', 'h']]"
7,0.967004,"[['cx(1)', '-'], ['-', 'cx(0)'], ['crx(1,1.5706082523511862)', '-'], ['h', '-'], ['cx(1)', '-'], ['w', 'h']]"
8,0.967004,"[['cx(1)', '-'], ['-', 'cx(0)'], ['crx(1,1.5709876220823604)', '-'], ['h', '-'], ['cx(1)', '-'], ['w', 'h']]"
9,0.967004,"[['cx(1)', '-'], ['-', 'cx(0)'], ['crx(1,1.571012460513769)', '-'], ['h', '-'], ['cx(1)', '-'], ['w', 'h']]"
