Rank,Fitness,Chromosome
0,0.970000,"[['w', 'h'], ['-', 't'], ['cx(1)', '-'], ['t', 'h'], ['-', 'cy(0)'], ['z', 'w']]"
1,0.970000,"[['w', 'h'], ['-', 't'], ['cx(1)', '-'], ['t', 'h'], ['-', 'cy(0)'], ['z', 'w']]"
2,0.970000,"[['s', 'h'], ['-', 't'], ['cx(1)', '-'], ['t', 'h'], ['-', 'cy(0)'], ['z', 'w']]"
3,0.970000,"[['w', 'h'], ['-', 't'], ['cx(1)', '-'], ['t', 'h'], ['-', 'cy(0)'], ['z', 'w']]"
4,0.970000,"[['w', 'h'], ['-', 't'], ['cx(1)', '-'], ['t', 'h'], ['-', 'cy(0)'], ['z', 'w']]"
5,0.970000,"[['s', 'h'], ['-', 't'], ['cx(1)', '-'], ['t', 'h'], ['-', 'cy(0)'], ['z', 'w']]"
6,0.970000,"[['w', 'h'], ['-', 't'], ['cx(1)', '-'], ['t', 'h'], ['-', 'cy(0)'], ['z', 'w']]"
7,0.970000,"[['w', 'h'], ['-', 't'], ['cx(1)', '-'], ['t', 'h'], ['-', 'cy(0)'], ['z', 'w']]"
8,0.970000,"[['w', 'h'], ['-', 't'], ['cx(1)', '-'], ['t', 'h'], ['-', 'cy(0)'], ['z', 'w']]"
9,0.970000,"[['w', 'h'], ['-', 't'], ['cx(1)', '-'], ['t', 'h'], ['-', 'cy(0)'], ['z', 'w']]"
