Rank,Fitness,Chromosome
0,0.980000,"[['-', 'crx(0,1,1.5703726880389852)'], ['h(0)', 'ry(1,1.5726216076221988)'], ['-', 'cx(0,1)'], ['cx(1,0)', '-']]"
1,0.980000,"[['-', 'crx(0,1,1.5703726880389852)'], ['h(0)', 'ry(1,1.5726216076221988)'], ['-', 'cx(0,1)'], ['cx(1,0)', '-']]"
2,0.980000,"[['-', 'crx(0,1,1.5703726880389852)'], ['h(0)', 'ry(1,1.5726216076221988)'], ['-', 'cx(0,1)'], ['cx(1,0)', '-']]"
3,0.980000,"[['-', 'crx(0,1,1.5703726880389852)'], ['h(0)', 'ry(1,1.5726216076221988)'], ['-', 'cx(0,1)'], ['cx(1,0)', '-']]"
4,0.980000,"[['-', 'crx(0,1,1.5703726880389852)'], ['h(0)', 'ry(1,1.5726216076221988)'], ['-', 'cx(0,1)'], ['cx(1,0)', '-']]"
5,0.980000,"[['-', 'crx(0,1,1.5703726880389852)'], ['h(0)', 'ry(1,1.5726216076221988)'], ['-', 'cx(0,1)'], ['cx(1,0)', '-']]"
6,0.980000,"[['-', 'crx(0,1,1.5703726880389852)'], ['h(0)', 'ry(1,1.5726216076221988)'], ['-', 'cx(0,1)'], ['cx(1,0)', '-']]"
7,0.980000,"[['-', 'crx(0,1,1.5703726880389852)'], ['h(0)', 'ry(1,1.5726216076221988)'], ['-', 'cx(0,1)'], ['cx(1,0)', '-']]"
8,0.980000,"[['-', 'crx(0,1,1.5703726880389852)'], ['h(0)', 'ry(1,1.5726216076221988)'], ['-', 'cx(0,1)'], ['cx(1,0)', '-']]"
9,0.980000,"[['-', 'crx(0,1,1.5703726880389852)'], ['h(0)', 'ry(1,1.5726216076221988)'], ['-', 'cx(0,1)'], ['cx(1,0)', '-']]"
