Rank,Fitness,Chromosome
0,0.975000,"[['w', 'h'], ['-', 't'], ['cx(1)', '-'], ['-', 'cy(0)'], ['t', 'h']]"
1,0.975000,"[['w', 'h'], ['-', 't'], ['cx(1)', '-'], ['-', 'cy(0)'], ['t', 'h']]"
2,0.975000,"[['w', 'h'], ['-', 't'], ['cx(1)', '-'], ['-', 'cy(0)'], ['t', 'h']]"
3,0.975000,"[['w', 'h'], ['-', 't'], ['cx(1)', '-'], ['-', 'cy(0)'], ['t', 'h']]"
4,0.975000,"[['w', 'h'], ['-', 't'], ['cx(1)', '-'], ['-', 'cy(0)'], ['t', 'h']]"
5,0.975000,"[['w', 'h'], ['-', 't'], ['cx(1)', '-'], ['-', 'cy(0)'], ['t', 'h']]"
6,0.975000,"[['w', 'h'], ['-', 't'], ['cx(1)', '-'], ['-', 'cy(0)'], ['t', 'h']]"
7,0.975000,"[['w', 'h'], ['-', 't'], ['cx(1)', '-'], ['-', 'cy(0)'], ['t', 'h']]"
8,0.975000,"[['w', 'h'], ['-', 't'], ['cx(1)', '-'], ['-', 'cy(0)'], ['t', 'h']]"
9,0.975000,"[['w', 'h'], ['-', 't'], ['cx(1)', '-'], ['-', 'cy(0)'], ['t', 'h']]"
