Rank,Fitness,Chromosome
0,0.970000,"[['cy(1)', '-'], ['-', 'cx(0)'], ['h', '-'], ['-', 'rzz(0,1,0.7857088923788055)'], ['-', 'h'], ['tdg', '-']]"
1,0.970000,"[['cy(1)', '-'], ['-', 'cx(0)'], ['h', '-'], ['-', 'rzz(0,1,0.7857088923788055)'], ['-', 'h'], ['tdg', '-']]"
2,0.970000,"[['cy(1)', '-'], ['-', 'cx(0)'], ['h', '-'], ['-', 'rzz(0,1,0.7857088923788055)'], ['-', 'h'], ['tdg', '-']]"
3,0.970000,"[['cy(1)', '-'], ['-', 'cx(0)'], ['h', '-'], ['-', 'rzz(0,1,0.7857088923788055)'], ['-', 'h'], ['tdg', '-']]"
4,0.970000,"[['cy(1)', '-'], ['-', 'cx(0)'], ['h', '-'], ['-', 'rzz(0,1,0.7857088923788055)'], ['-', 'h'], ['tdg', '-']]"
5,0.970000,"[['cy(1)', '-'], ['-', 'cx(0)'], ['h', '-'], ['-', 'rzz(0,1,0.7857088923788055)'], ['-', 'h'], ['tdg', '-']]"
6,0.970000,"[['cy(1)', '-'], ['-', 'cx(0)'], ['h', '-'], ['-', 'rzz(0,1,0.7857088923788055)'], ['-', 'h'], ['tdg', '-']]"
7,0.970000,"[['cy(1)', '-'], ['-', 'cx(0)'], ['h', '-'], ['-', 'rzz(0,1,0.7857088923788055)'], ['-', 'h'], ['tdg', '-']]"
8,0.970000,"[['cy(1)', '-'], ['-', 'cx(0)'], ['h', '-'], ['-', 'rzz(0,1,0.7857088923788055)'], ['-', 'h'], ['tdg', '-']]"
9,0.970000,"[['cy(1)', '-'], ['-', 'cx(0)'], ['h', '-'], ['-', 'rzz(0,1,0.7857088923788055)'], ['-', 'h'], ['tdg', '-']]"
