Rank,Fitness,Chromosome
0,0.970000,"[['-', 'crx(0,1,1.5707698940052162)'], ['-', 'cz(0)'], ['w', 'h'], ['cx(1)', '-'], ['-', 'h'], ['cz(1)', '-']]"
1,0.970000,"[['-', 'crx(0,1,1.5708351793579067)'], ['-', 'cz(0)'], ['w', 'h'], ['cx(1)', '-'], ['-', 'h'], ['cz(1)', '-']]"
2,0.970000,"[['-', 'crx(0,1,1.5708388974869256)'], ['-', 'cz(0)'], ['tdg', 'h'], ['cx(1)', '-'], ['-', 'h'], ['cz(1)', '-']]"
3,0.970000,"[['-', 'crx(0,1,1.5707451566070607)'], ['-', 'cz(0)'], ['w', 'h'], ['cx(1)', '-'], ['-', 'h'], ['cz(1)', '-']]"
4,0.970000,"[['-', 'crx(0,1,1.5708824723073205)'], ['-', 'cz(0)'], ['t', 'h'], ['cx(1)', '-'], ['-', 'h'], ['cz(1)', '-']]"
5,0.970000,"[['-', 'crx(0,1,1.570887072407983)'], ['-', 'z'], ['sdg', 'h'], ['cx(1)', '-'], ['-', 'h'], ['cz(1)', '-']]"
6,0.970000,"[['-', 'crx(0,1,1.5708929983963804)'], ['-', 'cz(0)'], ['tdg', 'h'], ['cx(1)', '-'], ['-', 'h'], ['cz(1)', '-']]"
7,0.970000,"[['-', 'crx(0,1,1.570674765331116)'], ['-', 'cz(0)'], ['w', 'h'], ['cx(1)', '-'], ['-', 'h'], ['cz(1)', '-']]"
8,0.970000,"[['-', 'crx(0,1,1.570919107815311)'], ['-', 'cz(0)'], ['w', 'h'], ['cx(1)', '-'], ['-', 'h'], ['cz(1)', '-']]"
9,0.970000,"[['-', 'crx(0,1,1.5709405594730497)'], ['-', 'cz(0)'], ['w', 'h'], ['cx(1)', '-'], ['-', 'h'], ['cz(1)', '-']]"
