Rank,Fitness,Chromosome
0,0.999998,"[['-', 'crx(0,1.5747936753817289)'], ['-', 'rxx(0,0.7936361905369016)'], ['rxx(1,0.7772184530572517)', '-'], ['s', '-'], ['cx(1)', '-'], ['w', '-'], ['h', '-'], ['w', '-']]"
1,0.999997,"[['-', 'crx(0,1.5681784318489371)'], ['-', 'rxx(0,1.3299924059777986)'], ['rxx(1,0.24362072910647845)', '-'], ['s', '-'], ['cx(1)', '-'], ['w', '-'], ['h', '-']]"
2,0.999996,"[['-', 'crx(0,1.5749412221110495)'], ['-', 'rxx(0,1.242679120826472)'], ['rxx(1,0.33097241468474303)', '-'], ['s', '-'], ['cx(1)', '-'], ['w', '-'], ['h', '-'], ['w', '-']]"
3,0.999996,"[['-', 'crx(0,1.5761682518486957)'], ['-', 'rxx(0,1.1890370392276226)'], ['rxx(1,0.3834105907333746)', '-'], ['s', '-'], ['cx(1)', '-'], ['w', '-'], ['h', '-'], ['w', '-']]"
4,0.999995,"[['-', 'crx(0,1.566442119314328)'], ['-', 'rxx(0,1.0044642020817218)'], ['rxx(1,0.563205099282253)', '-'], ['s', '-'], ['cx(1)', '-'], ['w', '-'], ['h', '-']]"
5,0.999995,"[['-', 'crx(0,1.5652063464887893)'], ['-', 'rxx(0,0.89652827192185)'], ['rxx(1,0.6722620643860676)', '-'], ['s', '-'], ['cx(1)', '-'], ['w', '-'], ['h', '-'], ['-', 'w']]"
6,0.999994,"[['-', 'crx(0,1.5666969570632345)'], ['-', 'rxx(0,1.1701836772464207)'], ['rxx(1,0.3964879862482523)', '-'], ['s', '-'], ['cx(1)', '-'], ['w', '-'], ['h', '-']]"
7,0.999992,"[['-', 'crx(0,1.5745386267154842)'], ['-', 'rxx(0,1.2181945995372407)'], ['rxx(1,0.3474905070946924)', '-'], ['s', '-'], ['cx(1)', '-'], ['w', '-'], ['h', '-'], ['w', 'w']]"
8,0.999991,"[['-', 'crx(0,1.5728421352955242)'], ['-', 'rxx(0,0.7369594441210192)'], ['rxx(1,0.8278488026604596)', '-'], ['s', '-'], ['cx(1)', '-'], ['w', '-'], ['h', '-'], ['w', '-'], ['w', 'w']]"
9,0.999990,"[['-', 'crx(0,1.5788628644082643)'], ['-', 'rxx(0,1.2006238704600227)'], ['rxx(1,0.3676370174313801)', '-'], ['s', '-'], ['cx(1)', '-'], ['w', '-'], ['h', '-']]"
